,Item Name,Price,Quantity,Image link
93,Tiger Prawn (Super Large), ₹599.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/i/tiger_prawns5_1_2.jpg
94,Tiger Prawn / Bagda Chingri, ₹479.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/i/tiger_prawn4.jpg
95,Trevally / Vatta (Large), ₹249.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/r/trevally_large.jpg
96,White Fish / False Trevally / Parava, ₹249.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/p/a/parva_whole.jpg
97,White Prawns / Indian Naaran / Jhinga (Large), ₹409.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/5/b/5b3a81255d-edit-white_prawn.jpg
98,White Snapper / Vela Meen, ₹229.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/w/h/white-snapper-whole.jpg
99,Wild Caught Prawn / Jhinga / Kazhanthan (Small), ₹269.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/k/a/kazhanthan_small.jpg
100,Yellow Fin Tuna / Kera, ₹179.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/y/e/yellow_fin_tuna_3.jpg
101,Yummy Chicken Cutlets - Pack of 3 (130g to 160g), ₹145.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_cutlet.jpg
102,Yummy Mutton Cutlets - Pack of 3 (130g to 160g), ₹195.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/f/i/fish_cutlet_1_1.jpg
103,Anchovy / Natholi (Large), ₹229.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/a/n/anchovies_whole_large_1_.jpeg
104,Rainbow Immunity Box, ₹225.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/r/a/rainbow-ox-1-_800x533.jpg
